judul,kategori,tanggal_upload,waktu_upload,link_berita
"4 Tahanan yang Kabur dari Polsek Gunungsari Ditangkap, Polda NTB: Kita Cari Tahu Alasan Mereka",REGIONAL,27/01/2022, 14:31 WIB,https://regional.kompas.com/read/2022/01/27/143101978/4-tahanan-yang-kabur-dari-polsek-gunungsari-ditangkap-polda-ntb-kita-cari
Kenali Waktu dan Ritual Membersihkan Rantai Motor yang Benar,OTOMOTIF,27/01/2022, 14:31 WIB,https://otomotif.kompas.com/read/2022/01/27/143100715/kenali-waktu-dan-ritual-membersihkan-rantai-motor-yang-benar
Data Center Dominasi Transaksi di Subang Smartpolitan Sepanjang 2021,PROPERTI,27/01/2022, 14:30 WIB,https://www.kompas.com/properti/read/2022/01/27/143000021/data-center-dominasi-transaksi-di-subang-smartpolitan-sepanjang-2021
"""Gurunya Jahat, Ambil Sampah Plastik dan Suruh Masuk dalam Mulut Kami""",REGIONAL,27/01/2022, 14:28 WIB,https://regional.kompas.com/read/2022/01/27/142806378/gurunya-jahat-ambil-sampah-plastik-dan-suruh-masuk-dalam-mulut-kami
"Didakwa Pasal Berlapis dalam Kasus Kecelakaan Vanessa dan Bibi, Tubagus Joddy: Saya Tak Keberatan",REGIONAL,27/01/2022, 14:27 WIB,https://surabaya.kompas.com/read/2022/01/27/142702178/didakwa-pasal-berlapis-dalam-kasus-kecelakaan-vanessa-dan-bibi-tubagus
Jawaban Ria Ricis Saat Ditanya soal Kabar Kehamilannya,HYPE,27/01/2022, 14:26 WIB,https://www.kompas.com/hype/read/2022/01/27/142635966/jawaban-ria-ricis-saat-ditanya-soal-kabar-kehamilannya
Lirik dan Chord Lagu Nobody I Know - Peter & Gordon,HYPE,27/01/2022, 14:25 WIB,https://www.kompas.com/hype/read/2022/01/27/142500466/lirik-dan-chord-lagu-nobody-i-know-peter-gordon
"Omicron Melonjak, Sri Mulyani: Ini Akan Jadi Perhatian agar Tak Pengaruhi Pemulihan Ekonomi",MONEY,27/01/2022, 14:23 WIB,https://money.kompas.com/read/2022/01/27/142352826/omicron-melonjak-sri-mulyani-ini-akan-jadi-perhatian-agar-tak-pengaruhi
"2 KRI Dijual, Prabowo: Kita Akan Punya 50 Kapal Perang pada 2024",NEWS,27/01/2022, 14:23 WIB,https://nasional.kompas.com/read/2022/01/27/14233191/2-kri-dijual-prabowo-kita-akan-punya-50-kapal-perang-pada-2024
"Pemerkosa Gadis Keterbelakangan Mental Dibebaskan, Diduga Ada Kesalahan Penyidik",REGIONAL,27/01/2022, 14:22 WIB,https://regional.kompas.com/read/2022/01/27/142219778/pemerkosa-gadis-keterbelakangan-mental-dibebaskan-diduga-ada-kesalahan
Alasan Anthony Martial Langsung Nyaman dengan Sevilla,BOLA,27/01/2022, 14:20 WIB,https://bola.kompas.com/read/2022/01/27/14200028/alasan-anthony-martial-langsung-nyaman-dengan-sevilla
10 Cara Ampuh Mempercepat Laptop Windows,TEKNO,27/01/2022, 14:19 WIB,https://tekno.kompas.com/read/2021/08/03/14230087/10-cara-ampuh-mempercepat-laptop-windows
"15 Resep Nasi Goreng, Masak Cepat Cuma 30 Menit",FOOD,27/01/2022, 14:17 WIB,https://www.kompas.com/food/read/2022/01/27/141700075/15-resep-nasi-goreng-masak-cepat-cuma-30-menit
"Bocah 10 Tahun Kecanduan Narkoba, Berawal dari Dikasih Gratis oleh Teman",REGIONAL,27/01/2022, 14:16 WIB,https://regional.kompas.com/read/2022/01/27/141648978/bocah-10-tahun-kecanduan-narkoba-berawal-dari-dikasih-gratis-oleh-teman
"Kulkas Pintar Samsung dengan Layar Sentuh Resmi di Indonesia, Harga Rp 30 Juta",TEKNO,27/01/2022, 14:16 WIB,https://tekno.kompas.com/read/2022/01/27/14162817/kulkas-pintar-samsung-dengan-layar-sentuh-resmi-di-indonesia-harga-rp-30-juta
"Kronologi KKB Tembaki Pos TNI di Distrik Gome Papua, 3 Prajurit Yonif Raider/408 SBH Gugur",REGIONAL,27/01/2022, 14:15 WIB,https://regional.kompas.com/read/2022/01/27/141557078/kronologi-kkb-tembaki-pos-tni-di-distrik-gome-papua-3-prajurit-yonif-raider
Lirik dan Chord Lagu Cupid - Jack Johnson,HYPE,27/01/2022, 14:15 WIB,https://www.kompas.com/hype/read/2022/01/27/141500466/lirik-dan-chord-lagu-cupid-jack-johnson
"Nepal van Java: Harga Tiket Masuk, Jalan Menuju Lokasi, dan Tips Berkunjung",REGIONAL,27/01/2022, 14:15 WIB,https://yogyakarta.kompas.com/read/2022/01/27/141500378/nepal-van-java--harga-tiket-masuk-jalan-menuju-lokasi-dan-tips-berkunjung
"5 Fakta Menarik Film Ben & Jody, Angkat Isu Agraria dan Suguhkan Adegan Tembak-menembak",HYPE,27/01/2022, 14:14 WIB,https://entertainment.kompas.com/read/2022/01/27/141407066/5-fakta-menarik-film-ben-jody-angkat-isu-agraria-dan-suguhkan-adegan
Hino Resmikan Pusat Pelatihan Mengemudi dan Gelar Kompetisi Safety Driving,OTOMOTIF,27/01/2022, 14:12 WIB,https://otomotif.kompas.com/read/2022/01/27/141200115/hino-resmikan-pusat-pelatihan-mengemudi-dan-gelar-kompetisi-safety-driving
"Siswa Terpapar Covid-19 di SMAN 8 Yogyakarta Bertambah, Sekolah Tetapkan PTM 50 Persen",REGIONAL,27/01/2022, 14:11 WIB,https://yogyakarta.kompas.com/read/2022/01/27/141159478/siswa-terpapar-covid-19-di-sman-8-yogyakarta-bertambah-sekolah-tetapkan
"Selama 2 Bulan, Pelaku Penimbunan Solar Bersubsidi di Bogor Rugikan Negara Rp 3 Miliar",REGIONAL,27/01/2022, 14:10 WIB,https://regional.kompas.com/read/2022/01/27/141043578/selama-2-bulan-pelaku-penimbunan-solar-bersubsidi-di-bogor-rugikan-negara
"Aksi Heroik Santri Gagalkan Pencurian, Pelaku Lari Tunggang-Langgang Tinggalkan Motornya",REGIONAL,27/01/2022, 14:09 WIB,https://surabaya.kompas.com/read/2022/01/27/140933278/aksi-heroik-santri-gagalkan-pencurian-pelaku-lari-tunggang-langgang
"Resmi Diluncurkan, Aplikasi M-Paspor Kini Bisa Digunakan di Seluruh Indonesia",NEWS,27/01/2022, 14:08 WIB,https://nasional.kompas.com/read/2022/01/27/14082521/resmi-diluncurkan-aplikasi-m-paspor-kini-bisa-digunakan-di-seluruh-indonesia
Kenalan dengan Kucing Midas Asal Turki yang Memiliki Empat Telinga,HOMEY,27/01/2022, 14:08 WIB,https://www.kompas.com/homey/read/2022/01/27/140800076/kenalan-dengan-kucing-midas-asal-turki-yang-memiliki-empat-telinga
Lirik dan Chord Lagu Hard to Handle - Otis Redding,HYPE,27/01/2022, 14:05 WIB,https://www.kompas.com/hype/read/2022/01/27/140500766/lirik-dan-chord-lagu-hard-to-handle-otis-redding
"Wordle Jadi Pemainan Populer, Ini Cara Main sampai Tips Menang Permainan",TREN,27/01/2022, 14:05 WIB,https://www.kompas.com/tren/read/2022/01/27/140500065/wordle-jadi-pemainan-populer-ini-cara-main-sampai-tips-menang-permainan
"Datang ke Pulau Haruku, Kapolda Janji Selesaikan Akar Masalah Bentrokan Warga",REGIONAL,27/01/2022, 14:04 WIB,https://regional.kompas.com/read/2022/01/27/140402778/datang-ke-pulau-haruku-kapolda-janji-selesaikan-akar-masalah-bentrokan
"Atasi Pungli di Kawasan Wisata Pasar Lama, Wali Kota Tangerang Bakal Bikin Regulasi Khusus",NEWS,27/01/2022, 14:02 WIB,https://megapolitan.kompas.com/read/2022/01/27/14024601/atasi-pungli-di-kawasan-wisata-pasar-lama-wali-kota-tangerang-bakal-bikin
Raline Shah Komentari Legalisasi Penanaman Ganja di Thailand ,HYPE,27/01/2022, 14:02 WIB,https://www.kompas.com/hype/read/2022/01/27/140220866/raline-shah-komentari-legalisasi-penanaman-ganja-di-thailand
Pengaruh Letak Astronomis Indonesia,SKOLA,27/01/2022, 14:02 WIB,https://www.kompas.com/skola/read/2020/07/03/131500869/pengaruh-letak-astronomis-indonesia
Kenapa Rusia Tidak Masuk NATO? Ini 5 Alasannya,GLOBAL,27/01/2022, 14:02 WIB,https://internasional.kompas.com/read/2022/01/27/140200470/kenapa-rusia-tidak-masuk-nato-ini-5-alasannya
Harga Tiket Formula E Diriyah yang Akan Jadi Rujukan Jakpro Mencapai Rp 70 Juta,NEWS,27/01/2022, 14:01 WIB,https://megapolitan.kompas.com/read/2022/01/27/14012431/harga-tiket-formula-e-diriyah-yang-akan-jadi-rujukan-jakpro-mencapai-rp
"Fokus Honda RC213V 2022, Tingkatkan Traksi Roda Belakang",OTOMOTIF,27/01/2022, 14:01 WIB,https://otomotif.kompas.com/read/2022/01/27/140100315/fokus-honda-rc213v-2022-tingkatkan-traksi-roda-belakang
Lenovo Siapkan Ponsel Gaming RAM 18 GB?,TEKNO,27/01/2022, 14:01 WIB,https://tekno.kompas.com/read/2022/01/27/14010047/lenovo-siapkan-ponsel-gaming-ram-18-gb-
Neymar Menolak Real Madrid karena Sang Ayah,BOLA,27/01/2022, 14:00 WIB,https://bola.kompas.com/read/2022/01/27/14000018/neymar-menolak-real-madrid-karena-sang-ayah
Sejarah Munculnya Uang dalam Kehidupan Manusia,STORI,27/01/2022, 14:00 WIB,https://www.kompas.com/stori/read/2022/01/27/140000679/sejarah-munculnya-uang-dalam-kehidupan-manusia
Puluhan Jembatan Rusak Pasca-bencana Longsor NTT Tuntas Diperbaiki,PROPERTI,27/01/2022, 14:00 WIB,https://www.kompas.com/properti/read/2022/01/27/140000521/puluhan-jembatan-rusak-pasca-bencana-longsor-ntt-tuntas-diperbaiki
"8 Bumbu Dapur yang Bisa Bantu Berat Badan, Apa Saja?",HEALTH,27/01/2022, 14:00 WIB,https://health.kompas.com/read/2022/01/27/140000368/8-bumbu-dapur-yang-bisa-bantu-berat-badan-apa-saja-
Macam-Macam Pola Bilangan dan Rumusnya,SKOLA,27/01/2022, 14:00 WIB,https://www.kompas.com/skola/read/2022/01/27/140000569/macam-macam-pola-bilangan-dan-rumusnya
"Hamil 4 Bulan, Uut Permatasari akan Kurangi Aktivitas Syuting ",HYPE,27/01/2022, 13:59 WIB,https://www.kompas.com/hype/read/2022/01/27/135951166/hamil-4-bulan-uut-permatasari-akan-kurangi-aktivitas-syuting
Pakar Unair Jelaskan Cara Mengatasi Penuaan Dini dengan Sel Punca,EDUKASI,27/01/2022, 13:57 WIB,https://edukasi.kompas.com/read/2022/01/27/135731771/pakar-unair-jelaskan-cara-mengatasi-penuaan-dini-dengan-sel-punca
"KPK Ganti Istilah OTT, Anggota DPR: Kinerjanya Dibuktikan",NEWS,27/01/2022, 13:55 WIB,https://nasional.kompas.com/read/2022/01/27/13554191/kpk-ganti-istilah-ott-anggota-dpr-kinerjanya-dibuktikan
Lirik dan Chord Lagu Billy - James Blunt,HYPE,27/01/2022, 13:55 WIB,https://www.kompas.com/hype/read/2022/01/27/135500166/lirik-dan-chord-lagu-billy-james-blunt
"Demi Film Sayap-Sayap Patah, Iwa K Tak Cukur Jenggot Dua Bulan",HYPE,27/01/2022, 13:54 WIB,https://www.kompas.com/hype/read/2022/01/27/135452266/demi-film-sayap-sayap-patah-iwa-k-tak-cukur-jenggot-dua-bulan
"OJK Ingatkan, Hati-hati jika Ada Pinjol Ilegal ""Catut"" Nama OJK",MONEY,27/01/2022, 13:51 WIB,https://money.kompas.com/read/2022/01/27/135145826/ojk-ingatkan-hati-hati-jika-ada-pinjol-ilegal-catut-nama-ojk
Jakpro Akan Studi Banding ke Diriyah Arab Saudi untuk Tentukan Harga Tiket Formula E,NEWS,27/01/2022, 13:51 WIB,https://megapolitan.kompas.com/read/2022/01/27/13512711/jakpro-akan-studi-banding-ke-diriyah-arab-saudi-untuk-tentukan-harga
Shandy Aulia Janji Kooperatif soal Laporan Pencemaran Nama Baik dan Judi Online,HYPE,27/01/2022, 13:51 WIB,https://www.kompas.com/hype/read/2022/01/27/135119766/shandy-aulia-janji-kooperatif-soal-laporan-pencemaran-nama-baik-dan-judi
Dj Indah Cleo Jadi Korban Tewas Bentrokan di Sorong,HYPE,27/01/2022, 13:47 WIB,https://www.kompas.com/hype/read/2022/01/27/134712566/dj-indah-cleo-jadi-korban-tewas-bentrokan-di-sorong
"KPK Tak Lagi Pakai Istilah OTT tapi Tangkap Tangan, Ini Alasannya...",NEWS,27/01/2022, 13:46 WIB,https://nasional.kompas.com/read/2022/01/27/13463851/kpk-tak-lagi-pakai-istilah-ott-tapi-tangkap-tangan-ini-alasannya
Spesifikasi Redmi Note 11 dan Redmi Note 11s Versi Global,TEKNO,27/01/2022, 13:46 WIB,https://tekno.kompas.com/read/2022/01/27/13460077/spesifikasi-redmi-note-11-dan-redmi-note-11s-versi-global
Lirik dan Chord Lagu Blue on Blue - James Blunt,HYPE,27/01/2022, 13:45 WIB,https://www.kompas.com/hype/read/2022/01/27/134500566/lirik-dan-chord-lagu-blue-on-blue-james-blunt
[HOAKS] Minum Kopi Pahit Dapat Mengatasi Varian Omicron,CEK FAKTA,27/01/2022, 13:42 WIB,https://www.kompas.com/cekfakta/read/2022/01/27/134218282/hoaks-minum-kopi-pahit-dapat-mengatasi-varian-omicron
"Bedah Eksterior Kia Seltos Diesel, Sporty ala Korea",OTOMOTIF,27/01/2022, 13:41 WIB,https://otomotif.kompas.com/read/2022/01/27/134100415/bedah-eksterior-kia-seltos-diesel-sporty-ala-korea
Perhimpunan Guru Yakin Jumlah Sekolah yang Ditutup Akibat Covid-19 di Jakarta Lebih dari 90,NEWS,27/01/2022, 13:40 WIB,https://megapolitan.kompas.com/read/2022/01/27/13402161/perhimpunan-guru-yakin-jumlah-sekolah-yang-ditutup-akibat-covid-19-di
Arti On Deck Circle dalam Softball,BOLA,27/01/2022, 13:40 WIB,https://www.kompas.com/sports/read/2022/01/27/13400058/arti-on-deck-circle-dalam-softball
"Wapres Canangkan Ekosistem Global Halal Hub, Diharapkan Bantu UMKM Tembus Pasar Global ",NEWS,27/01/2022, 13:37 WIB,https://nasional.kompas.com/read/2022/01/27/13371781/wapres-canangkan-ekosistem-global-halal-hub-diharapkan-bantu-umkm-tembus
Lirik dan Chord Lagu Bones - James Blunt,HYPE,27/01/2022, 13:35 WIB,https://www.kompas.com/hype/read/2022/01/27/133500366/lirik-dan-chord-lagu-bones-james-blunt
Batik Buatan SMK Ini Laris di Arab Saudi hingga Amerika,EDUKASI,27/01/2022, 13:34 WIB,https://www.kompas.com/edu/read/2022/01/27/133437071/batik-buatan-smk-ini-laris-di-arab-saudi-hingga-amerika
"Presidensi G20 Indonesia, Kementerian KP Usung Kesehatan Laut dan Perikanan Berkelanjutan",NEWS,27/01/2022, 13:33 WIB,https://nasional.kompas.com/read/2022/01/27/13333761/presidensi-g20-indonesia-kementerian-kp-usung-kesehatan-laut-dan-perikanan
"Detik-detik 2 Kali Serangan KKB di Puncak Papua, 3 Prajurit TNI Gugur Tertembak, 1 Kritis",REGIONAL,27/01/2022, 13:32 WIB,https://regional.kompas.com/read/2022/01/27/133238478/detik-detik-2-kali-serangan-kkb-di-puncak-papua-3-prajurit-tni-gugur
Andalan Motor Resmikan Flagship Showroom Hyundai Mampang ,OTOMOTIF,27/01/2022, 13:31 WIB,https://otomotif.kompas.com/read/2022/01/27/133156315/andalan-motor-resmikan-flagship-showroom-hyundai-mampang
"Mediasi Gagal, Warga Padang Berharap Hakim Meminta Jokowi Bayar Utang Rp 60 Miliar",REGIONAL,27/01/2022, 13:31 WIB,https://regional.kompas.com/read/2022/01/27/133141278/mediasi-gagal-warga-padang-berharap-hakim-meminta-jokowi-bayar-utang-rp-60
"Sidang Perdana Kasus Kecelakaan Vanessa Angel, Tubagus Joddy Didakwa Pasal Berlapis",REGIONAL,27/01/2022, 13:31 WIB,https://surabaya.kompas.com/read/2022/01/27/133115278/sidang-perdana-kasus-kecelakaan-vanessa-angel-tubagus-joddy-didakwa-pasal
Kondisi Uut Permatasari Mulai Membaik Setelah Dua Hari Dirawat,HYPE,27/01/2022, 13:31 WIB,https://www.kompas.com/hype/read/2022/01/27/133111566/kondisi-uut-permatasari-mulai-membaik-setelah-dua-hari-dirawat
Perhatikan 7 Hal Ini Sebelum Membuat Kebun Sayur di Rumah ,HOMEY,27/01/2022, 13:31 WIB,https://www.kompas.com/homey/read/2022/01/27/133100476/perhatikan-7-hal-ini-sebelum-membuat-kebun-sayur-di-rumah-
"Xiaomi Umumkan MIUI 13 Global, Ini Jadwal dan Daftar Smartphone yang Kebagian",TEKNO,27/01/2022, 13:31 WIB,https://tekno.kompas.com/read/2022/01/27/13310047/xiaomi-umumkan-miui-13-global-ini-jadwal-dan-daftar-smartphone-yang-kebagian
"Perluas Layanan QRIS ke Negara Tetangga, BI Gandeng Bank Negara Malaysia",MONEY,27/01/2022, 13:30 WIB,https://money.kompas.com/read/2022/01/27/133007526/perluas-layanan-qris-ke-negara-tetangga-bi-gandeng-bank-negara-malaysia
Mengenal Pestisida dan Jenis-jenisnya Sesuai Hama Tanaman,TREN,27/01/2022, 13:30 WIB,https://www.kompas.com/tren/read/2022/01/27/133000365/mengenal-pestisida-dan-jenis-jenisnya-sesuai-hama-tanaman
"Update Covid-19 Dunia: WHO Catat Infeksi Mingguan Tertinggi, tapi Angka Kematian Stabil",GLOBAL,27/01/2022, 13:30 WIB,https://www.kompas.com/global/read/2022/01/27/133000970/update-covid-19-dunia-who-catat-infeksi-mingguan-tertinggi-tapi-angka
"Matahari Terbenam Lebih Lambat, Ini Daftar Wilayah yang Akan Mengalaminya",SAINS,27/01/2022, 13:30 WIB,https://www.kompas.com/sains/read/2022/01/27/133000223/matahari-terbenam-lebih-lambat-ini-daftar-wilayah-yang-akan-mengalaminya
"Istri Seorang Hakim, Ini Sosok Sri Wahyumi Eks Bupati Talaud yang Kembali Masuk Penjara",REGIONAL,27/01/2022, 13:30 WIB,https://regional.kompas.com/read/2022/01/27/133000878/istri-seorang-hakim-ini-sosok-sri-wahyumi-eks-bupati-talaud-yang-kembali
Cara Memilih Hunian Syariah yang Tepat Menurut MUI,PROPERTI,27/01/2022, 13:30 WIB,https://www.kompas.com/properti/read/2022/01/27/133000921/cara-memilih-hunian-syariah-yang-tepat-menurut-mui
343 Peneliti UGM Masuk Daftar Ilmuwan Teratas Dunia,EDUKASI,27/01/2022, 13:29 WIB,https://www.kompas.com/edu/read/2022/01/27/132936171/343-peneliti-ugm-masuk-daftar-ilmuwan-teratas-dunia
"Gerombolan Siswa SD Ditangkap Saat Hendak Tawuran di Cibubur, 1 Bawa Senjata Tajam",NEWS,27/01/2022, 13:29 WIB,https://megapolitan.kompas.com/read/2022/01/27/13291601/gerombolan-siswa-sd-ditangkap-saat-hendak-tawuran-di-cibubur-1-bawa
"3 Jam Jalani Pemeriksaan Pencemaran Nama Baik, Shandy Aulia Dicecar 17 Pertanyaan",HYPE,27/01/2022, 13:29 WIB,https://www.kompas.com/hype/read/2022/01/27/132914166/3-jam-jalani-pemeriksaan-pencemaran-nama-baik-shandy-aulia-dicecar-17
Anggota DPR Sebut Isu HAM Belum Jadi Prioritas Pemerintah ,NEWS,27/01/2022, 13:26 WIB,https://nasional.kompas.com/read/2022/01/27/13264901/anggota-dpr-sebut-isu-ham-belum-jadi-prioritas-pemerintah
Lirik dan Chord Lagu Bonfire Heart - James Blunt,HYPE,27/01/2022, 13:25 WIB,https://www.kompas.com/hype/read/2022/01/27/132500966/lirik-dan-chord-lagu-bonfire-heart-james-blunt
Mendagri Sebut Masih Ada Provinsi yang Tak Punya Mal Pelayanan Publik,NEWS,27/01/2022, 13:24 WIB,https://nasional.kompas.com/read/2022/01/27/13242471/mendagri-sebut-masih-ada-provinsi-yang-tak-punya-mal-pelayanan-publik
Street Race di Kota Bekasi Akan Digelar Pertengahan Februari,OTOMOTIF,27/01/2022, 13:21 WIB,https://otomotif.kompas.com/read/2022/01/27/132100115/street-race-di-kota-bekasi-akan-digelar-pertengahan-februari
"Bripda Randy Bagus Dinyatakan Bersalah dalam Sidang Etik Polri, Direkomendasikan Dipecat",REGIONAL,27/01/2022, 13:20 WIB,https://surabaya.kompas.com/read/2022/01/27/132052478/bripda-randy-bagus-dinyatakan-bersalah-dalam-sidang-etik-polri
Lee Zii Jia Sudah Berpikir Jadi Pemain Profesional sejak Awal 2021,BOLA,27/01/2022, 13:20 WIB,https://www.kompas.com/badminton/read/2022/01/27/13200018/lee-zii-jia-sudah-berpikir-jadi-pemain-profesional-sejak-awal-2021
Aroma Kesegaran Musim Panas Mediterania dalam Wewangian Terbaru Dolce & Gabbana,LIFESTYLE,27/01/2022, 13:16 WIB,https://lifestyle.kompas.com/read/2022/01/27/131647120/aroma-kesegaran-musim-panas-mediterania-dalam-wewangian-terbaru-dolce
"Seorang Perempuan Bawa Anak Saat Curi Sepeda Motor, Mengaku Disuruh Suami untuk Bayar Utang",REGIONAL,27/01/2022, 13:16 WIB,https://regional.kompas.com/read/2022/01/27/131600378/seorang-perempuan-bawa-anak-saat-curi-sepeda-motor-mengaku-disuruh-suami
Lirik dan Chord Lagu Breathe - James Blunt,HYPE,27/01/2022, 13:15 WIB,https://www.kompas.com/hype/read/2022/01/27/131500766/lirik-dan-chord-lagu-breathe-james-blunt
"Militer Myanmar Tak Melunak, Protes Pukul Panci dan Wajan Kini Dianggap Pengkhianatan",GLOBAL,27/01/2022, 13:15 WIB,https://www.kompas.com/global/read/2022/01/27/131500970/militer-myanmar-tak-melunak-protes-pukul-panci-dan-wajan-kini-dianggap
"4 Kesalahan Bikin Nasi Goreng, Bikin Hasilnya Menggumpal dan Keras",FOOD,27/01/2022, 13:13 WIB,https://www.kompas.com/food/read/2022/01/27/131300775/4-kesalahan-bikin-nasi-goreng-bikin-hasilnya-menggumpal-dan-keras
Detik-detik Operator Alat Berat di NTT Tewas Tertimpa Batu,REGIONAL,27/01/2022, 13:12 WIB,https://regional.kompas.com/read/2022/01/27/131249578/detik-detik-operator-alat-berat-di-ntt-tewas-tertimpa-batu
Mitsubishi Fuso Mulai Uji Kendaraan Listrik untuk Niaga pada 2022,OTOMOTIF,27/01/2022, 13:12 WIB,https://otomotif.kompas.com/read/2022/01/27/131200615/mitsubishi-fuso-mulai-uji-kendaraan-listrik-untuk-niaga-pada-2022
"Tingkat Utang RI Naik 10,8 Persen, Sri Mulyani: Lebih Baik Dibanding Negara Berkembang Lain",MONEY,27/01/2022, 13:11 WIB,https://money.kompas.com/read/2022/01/27/131146826/tingkat-utang-ri-naik-108-persen-sri-mulyani-lebih-baik-dibanding-negara
"Targetkan 10 Juta Pohon, Mentan: Alhamdulillah, Kopi Indonesia Sangat Diminati... ",MONEY,27/01/2022, 13:10 WIB,https://money.kompas.com/read/2022/01/27/131000226/targetkan-10-juta-pohon-mentan--alhamdulillah-kopi-indonesia-sangat-diminati--
"Cuaca Buruk, Taman Nasional Kelimutu Ditutup 2 Hari",REGIONAL,27/01/2022, 13:09 WIB,https://regional.kompas.com/read/2022/01/27/130903578/cuaca-buruk-taman-nasional-kelimutu-ditutup-2-hari
"Jelang Menikah, Melanie Putria Berusaha Tegar Tahu Fakta Calon Suaminya Idap Tumor Otak",HYPE,27/01/2022, 13:08 WIB,https://www.kompas.com/hype/read/2022/01/27/130836466/jelang-menikah-melanie-putria-berusaha-tegar-tahu-fakta-calon-suaminya-idap
Banyuwangi Festival 2022 Sajikan 99 Atraksi Selama Setahun ke Depan,TRAVEL,27/01/2022, 13:08 WIB,https://travel.kompas.com/read/2022/01/27/130800427/banyuwangi-festival-2022-sajikan-99-atraksi-selama-setahun-ke-depan
"Terjadi Lagi Pencurian Ban Serep Truk, Kali Ini di Tol Cipali",OTOMOTIF,27/01/2022, 13:05 WIB,https://otomotif.kompas.com/read/2022/01/27/130545015/terjadi-lagi-pencurian-ban-serep-truk-kali-ini-di-tol-cipali
Lirik Lagu Keep It Up - Rex Orange County,HYPE,27/01/2022, 13:05 WIB,https://www.kompas.com/hype/read/2022/01/27/130500466/lirik-lagu-keep-it-up-rex-orange-county
"Kemampuan Bicara Bahasa Inggris Sering Dipuji, Pemeran Raya di Layangan Putus Ungkap Fakta Ini",HYPE,27/01/2022, 13:04 WIB,https://www.kompas.com/hype/read/2022/01/27/130428066/kemampuan-bicara-bahasa-inggris-sering-dipuji-pemeran-raya-di-layangan
Ini Alasan Jaksa Meminta Hakim Bubarkan dan Lelang Aset Yayasan Herry Wirawan,REGIONAL,27/01/2022, 13:04 WIB,https://bandung.kompas.com/read/2022/01/27/130408278/ini-alasan-jaksa-meminta-hakim-bubarkan-dan-lelang-aset-yayasan-herry
"Tak Ada Lagi Honorer pada 2023, Adakah Peluang Jadi PNS?",TREN,27/01/2022, 13:04 WIB,https://www.kompas.com/tren/read/2022/01/27/130400765/tak-ada-lagi-honorer-pada-2023-adakah-peluang-jadi-pns
"Pelaku Remas Payudara di Sragen Ditangkap Polisi, Diduga Alami Gangguan Jiwa",REGIONAL,27/01/2022, 13:03 WIB,https://regional.kompas.com/read/2022/01/27/130323878/pelaku-remas-payudara-di-sragen-ditangkap-polisi-diduga-alami-gangguan-jiwa
Awas Malware Brata Bisa Kuras Rekening Bank lalu Reset HP Android,TEKNO,27/01/2022, 13:03 WIB,https://tekno.kompas.com/read/2022/01/27/13030067/awas-malware-brata-bisa-kuras-rekening-bank-lalu-reset-hp-android
Bank Indonesia Prediksi The Fed Naikkan Fed Fund Rate 4 Kali di Tahun Ini,MONEY,27/01/2022, 13:01 WIB,https://money.kompas.com/read/2022/01/27/130148426/bank-indonesia-prediksi-the-fed-naikkan-fed-fund-rate-4-kali-di-tahun-ini
Peneliti Temukan Tanda Antibodi Pasien yang Paling Berisiko Alami Long Covid-19,SAINS,27/01/2022, 13:01 WIB,https://www.kompas.com/sains/read/2022/01/27/130100123/peneliti-temukan-tanda-antibodi-pasien-yang-paling-berisiko-alami-long
"Perjalanan Konflik Tembok Tutup Akses Rumah di Malang, Warga Bobol Ruang Tamu hingga Tembok Dibongkar",REGIONAL,27/01/2022, 13:00 WIB,https://surabaya.kompas.com/read/2022/01/27/130003478/perjalanan-konflik-tembok-tutup-akses-rumah-di-malang-warga-bobol-ruang
"Baron van Hoevell, Penentang Sistem Tanam Paksa",STORI,27/01/2022, 13:00 WIB,https://www.kompas.com/stori/read/2022/01/27/130000279/baron-van-hoevell-penentang-sistem-tanam-paksa
27 Januari 1988: National Geography Society Berdiri,GLOBAL,27/01/2022, 13:00 WIB,https://www.kompas.com/global/read/2022/01/27/130000670/27-januari-1988--national-geography-society-berdiri
"Kelar Dibangun, Tol Pamulang-Cinere Siap Uji Laik Fungsi Kuartal I",PROPERTI,27/01/2022, 13:00 WIB,https://www.kompas.com/properti/read/2022/01/27/130000321/kelar-dibangun-tol-pamulang-cinere-siap-uji-laik-fungsi-kuartal-i
Pankreatitis Kronis,HEALTH,27/01/2022, 13:00 WIB,https://health.kompas.com/penyakit/read/2022/01/27/130000268/pankreatitis-kronis
"Piawai Bola Mati, Hakimi Mau Rebut Jatah Tendangan Bebas dari Messi",BOLA,27/01/2022, 13:00 WIB,https://bola.kompas.com/read/2022/01/27/13000008/piawai-bola-mati-hakimi-mau-rebut-jatah-tendangan-bebas-dari-messi
"Logam Lumpur Lapindo Lebih Mahal dari Emas, Ini Kata Pakar Unair",EDUKASI,27/01/2022, 13:00 WIB,https://www.kompas.com/edu/read/2022/01/27/130000271/logam-lumpur-lapindo-lebih-mahal-dari-emas-ini-kata-pakar-unair
Argumen Infantino Soal Piala Dunia Dua Tahun Sekali Disemprot Aktivis HAM,BOLA,27/01/2022, 12:58 WIB,https://bola.kompas.com/read/2022/01/27/12585238/argumen-infantino-soal-piala-dunia-dua-tahun-sekali-disemprot-aktivis-ham
